image_id,official_split,split
COCO_train2014_000000367977,train,train
COCO_train2014_000000368055,train,train
COCO_train2014_000000368081,train,train
COCO_train2014_000000368084,train,train
COCO_train2014_000000368087,train,train
COCO_train2014_000000368311,train,train
COCO_train2014_000000368409,train,train
COCO_train2014_000000368439,train,train
COCO_train2014_000000368490,train,train
COCO_train2014_000000368521,train,train
COCO_train2014_000000368547,train,train
COCO_train2014_000000368588,train,train
COCO_train2014_000000368629,train,train
COCO_train2014_000000368656,train,train
COCO_train2014_000000368729,train,train
COCO_train2014_000000368731,train,train
COCO_train2014_000000368818,train,train
COCO_train2014_000000368840,train,train
COCO_train2014_000000368874,train,train
COCO_train2014_000000368876,train,train
COCO_train2014_000000369036,train,train
COCO_train2014_000000369095,train,train
COCO_train2014_000000369201,train,train
COCO_train2014_000000369202,train,train
COCO_train2014_000000369204,train,train
COCO_train2014_000000369212,train,train
COCO_train2014_000000369267,train,train
COCO_train2014_000000369304,train,train
COCO_train2014_000000369357,train,train
COCO_train2014_000000369358,train,train
COCO_train2014_000000369443,train,train
COCO_train2014_000000369499,train,train
COCO_train2014_000000369521,train,train
COCO_train2014_000000369546,train,train
COCO_train2014_000000369596,train,train
COCO_train2014_000000369644,train,train
COCO_train2014_000000369778,train,train
COCO_train2014_000000369838,train,train
COCO_train2014_000000369848,train,train
COCO_train2014_000000369931,train,train
COCO_train2014_000000370120,train,train
COCO_train2014_000000370124,train,train
COCO_train2014_000000370145,train,train
COCO_train2014_000000370234,train,train
COCO_train2014_000000370261,train,train
COCO_train2014_000000370378,train,train
COCO_train2014_000000370380,train,train
COCO_train2014_000000370426,train,train
COCO_train2014_000000370511,train,train
COCO_train2014_000000370522,train,train
COCO_train2014_000000370613,train,train
COCO_train2014_000000370763,train,train
COCO_train2014_000000370805,train,train
COCO_train2014_000000370831,train,train
COCO_train2014_000000370868,train,train
COCO_train2014_000000370928,train,train
COCO_train2014_000000370945,train,train
COCO_train2014_000000371090,train,train
COCO_train2014_000000371114,train,train
COCO_train2014_000000371132,train,train
COCO_train2014_000000371198,train,train
COCO_train2014_000000371201,train,train
COCO_train2014_000000371222,train,train
COCO_train2014_000000371254,train,train
COCO_train2014_000000371258,train,train
COCO_train2014_000000371260,train,train
COCO_train2014_000000371295,train,train
COCO_train2014_000000371315,train,train
COCO_train2014_000000371608,train,train
COCO_train2014_000000371703,train,train
COCO_train2014_000000371739,train,train
COCO_train2014_000000371807,train,train
COCO_train2014_000000371950,train,train
COCO_train2014_000000371955,train,train
COCO_train2014_000000372003,train,train
COCO_train2014_000000372058,train,train
COCO_train2014_000000372156,train,train
COCO_train2014_000000372308,train,train
COCO_train2014_000000372319,train,train
COCO_train2014_000000372479,train,train
COCO_train2014_000000372482,train,train
COCO_train2014_000000372555,train,train
COCO_train2014_000000372669,train,train
COCO_train2014_000000372673,train,train
COCO_train2014_000000372702,train,train
COCO_train2014_000000372801,train,train
COCO_train2014_000000372862,train,train
COCO_train2014_000000373053,train,train
COCO_train2014_000000373073,train,train
COCO_train2014_000000373076,train,train
COCO_train2014_000000373294,train,train
COCO_train2014_000000373346,train,train
COCO_train2014_000000373348,train,train
COCO_train2014_000000373444,train,train
COCO_train2014_000000373465,train,train
COCO_train2014_000000373482,train,train
COCO_train2014_000000373522,train,train
COCO_train2014_000000373568,train,train
COCO_train2014_000000373648,train,train
COCO_train2014_000000373683,train,train
COCO_train2014_000000373697,train,train
COCO_train2014_000000373730,train,train
COCO_train2014_000000373898,train,train
COCO_train2014_000000373923,train,train
COCO_train2014_000000374174,train,train
COCO_train2014_000000374208,train,train
COCO_train2014_000000374239,train,train
COCO_train2014_000000374248,train,train
COCO_train2014_000000374308,train,train
COCO_train2014_000000374357,train,train
COCO_train2014_000000374391,train,train
COCO_train2014_000000374454,train,train
COCO_train2014_000000374463,train,train
COCO_train2014_000000374538,train,train
COCO_train2014_000000374661,train,train
COCO_train2014_000000374800,train,train
COCO_train2014_000000374845,train,train
COCO_train2014_000000374873,train,train
COCO_train2014_000000374904,train,train
COCO_train2014_000000374924,train,train
COCO_train2014_000000374977,train,train
COCO_train2014_000000374994,train,train
COCO_train2014_000000375282,train,train
COCO_train2014_000000375294,train,train
COCO_train2014_000000375331,train,train
COCO_train2014_000000375347,train,train
COCO_train2014_000000375425,train,train
COCO_train2014_000000375464,train,train
COCO_train2014_000000375504,train,train
COCO_train2014_000000375528,train,train
COCO_train2014_000000375531,train,train
COCO_train2014_000000375680,train,train
COCO_train2014_000000375714,train,train
COCO_train2014_000000375728,train,train
COCO_train2014_000000375838,train,train
COCO_train2014_000000375947,train,train
COCO_train2014_000000375960,train,train
COCO_train2014_000000376084,train,train
COCO_train2014_000000376087,train,train
COCO_train2014_000000376131,train,train
COCO_train2014_000000376283,train,train
COCO_train2014_000000376320,train,train
COCO_train2014_000000376377,train,train
COCO_train2014_000000376381,train,train
COCO_train2014_000000376479,train,train
COCO_train2014_000000376502,train,train
COCO_train2014_000000376505,train,train
COCO_train2014_000000376557,train,train
COCO_train2014_000000376573,train,train
COCO_train2014_000000376819,train,train
COCO_train2014_000000376831,train,train
COCO_train2014_000000376839,train,train
COCO_train2014_000000376934,train,train
COCO_train2014_000000376946,train,train
COCO_train2014_000000376972,train,train
COCO_train2014_000000377008,train,train
COCO_train2014_000000377059,train,train
COCO_train2014_000000377213,train,train
COCO_train2014_000000377241,train,train
COCO_train2014_000000377251,train,train
COCO_train2014_000000377278,train,train
COCO_train2014_000000377322,train,train
COCO_train2014_000000377412,train,train
COCO_train2014_000000377416,train,train
COCO_train2014_000000377423,train,train
COCO_train2014_000000377473,train,train
COCO_train2014_000000377496,train,train
COCO_train2014_000000377513,train,train
COCO_train2014_000000377545,train,train
COCO_train2014_000000377570,train,train
COCO_train2014_000000377578,train,train
COCO_train2014_000000377583,train,train
COCO_train2014_000000377632,train,train
COCO_train2014_000000377701,train,train
COCO_train2014_000000377756,train,train
COCO_train2014_000000377778,train,train
COCO_train2014_000000377893,train,train
COCO_train2014_000000377914,train,train
COCO_train2014_000000377983,train,train
COCO_train2014_000000378087,train,train
COCO_train2014_000000378203,train,train
COCO_train2014_000000378305,train,train
COCO_train2014_000000378415,train,train
COCO_train2014_000000378416,train,train
COCO_train2014_000000378611,train,train
COCO_train2014_000000378613,train,train
COCO_train2014_000000378637,train,train
COCO_train2014_000000378659,train,train
COCO_train2014_000000378710,train,train
COCO_train2014_000000378827,train,train
COCO_train2014_000000378864,train,train
COCO_train2014_000000378907,train,train
COCO_train2014_000000378950,train,train
COCO_train2014_000000379004,train,train
COCO_train2014_000000379067,train,train
COCO_train2014_000000379129,train,train
COCO_train2014_000000379172,train,train
COCO_train2014_000000379193,train,train
COCO_train2014_000000379261,train,train
COCO_train2014_000000379285,train,train
COCO_train2014_000000379315,train,train
COCO_train2014_000000379349,train,train
COCO_train2014_000000379564,train,train
COCO_train2014_000000379607,train,train
COCO_train2014_000000379630,train,train
COCO_train2014_000000379672,train,train
COCO_train2014_000000379777,train,train
COCO_train2014_000000379781,train,train
COCO_train2014_000000379911,train,train
COCO_train2014_000000379941,train,train
COCO_train2014_000000379965,train,train
COCO_train2014_000000380084,train,train
COCO_train2014_000000380108,train,train
COCO_train2014_000000380171,train,train
COCO_train2014_000000380279,train,train
COCO_train2014_000000380280,train,train
COCO_train2014_000000380305,train,train
COCO_train2014_000000380306,train,train
COCO_train2014_000000380338,train,train
COCO_train2014_000000380351,train,train
COCO_train2014_000000380477,train,train
COCO_train2014_000000380586,train,train
COCO_train2014_000000380665,train,train
COCO_train2014_000000380732,train,train
COCO_train2014_000000380797,train,train
COCO_train2014_000000380798,train,train
COCO_train2014_000000380820,train,train
COCO_train2014_000000380821,train,train
COCO_train2014_000000380918,train,train
COCO_train2014_000000380928,train,train
COCO_train2014_000000381036,train,train
COCO_train2014_000000381107,train,train
COCO_train2014_000000381163,train,train
COCO_train2014_000000381261,train,train
COCO_train2014_000000381314,train,train
COCO_train2014_000000381333,train,train
COCO_train2014_000000381458,train,train
COCO_train2014_000000381470,train,train
COCO_train2014_000000381476,train,train
COCO_train2014_000000381533,train,train
COCO_train2014_000000381626,train,train
COCO_train2014_000000381642,train,train
COCO_train2014_000000381661,train,train
COCO_train2014_000000381758,train,train
COCO_train2014_000000381789,train,train
COCO_train2014_000000381957,train,train
COCO_train2014_000000381967,train,train
COCO_train2014_000000382058,train,train
COCO_train2014_000000382081,train,train
COCO_train2014_000000382188,train,train
COCO_train2014_000000382320,train,train
COCO_train2014_000000382356,train,train
COCO_train2014_000000382423,train,train
COCO_train2014_000000382472,train,train
COCO_train2014_000000382503,train,train
COCO_train2014_000000382514,train,train
COCO_train2014_000000382589,train,train
COCO_train2014_000000382636,train,train
COCO_train2014_000000382643,train,train
COCO_train2014_000000382653,train,train
COCO_train2014_000000382662,train,train
COCO_train2014_000000382736,train,train
COCO_train2014_000000382881,train,train
COCO_train2014_000000382924,train,train
COCO_train2014_000000382947,train,train
COCO_train2014_000000382979,train,train
COCO_train2014_000000383141,train,train
COCO_train2014_000000383154,train,train
COCO_train2014_000000383244,train,train
COCO_train2014_000000383250,train,train
COCO_train2014_000000383390,train,train
COCO_train2014_000000383407,train,train
COCO_train2014_000000383453,train,train
COCO_train2014_000000383512,train,train
COCO_train2014_000000383556,train,train
COCO_train2014_000000383637,train,train
COCO_train2014_000000383639,train,train
COCO_train2014_000000383658,train,train
COCO_train2014_000000383873,train,train
COCO_train2014_000000383885,train,train
COCO_train2014_000000383888,train,train
COCO_train2014_000000383905,train,train
COCO_train2014_000000384027,train,train
COCO_train2014_000000384099,train,train
COCO_train2014_000000384164,train,train
COCO_train2014_000000384231,train,train
COCO_train2014_000000384326,train,train
COCO_train2014_000000384391,train,train
COCO_train2014_000000384499,train,train
COCO_train2014_000000384520,train,train
COCO_train2014_000000384592,train,train
COCO_train2014_000000384641,train,train
COCO_train2014_000000384673,train,train
COCO_train2014_000000384675,train,train
COCO_train2014_000000384700,train,train
COCO_train2014_000000384740,train,train
COCO_train2014_000000384750,train,train
COCO_train2014_000000384793,train,train
COCO_train2014_000000384826,train,train
COCO_train2014_000000384883,train,train
COCO_train2014_000000384967,train,train
COCO_train2014_000000385070,train,train
COCO_train2014_000000385145,train,train
COCO_train2014_000000385150,train,train
COCO_train2014_000000385276,train,train
COCO_train2014_000000385307,train,train
COCO_train2014_000000385313,train,train
COCO_train2014_000000385342,train,train
COCO_train2014_000000385390,train,train
COCO_train2014_000000385441,train,train
COCO_train2014_000000385492,train,train
COCO_train2014_000000385517,train,train
COCO_train2014_000000385604,train,train
COCO_train2014_000000385627,train,train
COCO_train2014_000000385661,train,train
COCO_train2014_000000385674,train,train
COCO_train2014_000000385682,train,train
COCO_train2014_000000385701,train,train
COCO_train2014_000000385743,train,train
COCO_train2014_000000385805,train,train
COCO_train2014_000000385858,train,train
COCO_train2014_000000385913,train,train
COCO_train2014_000000385934,train,train
COCO_train2014_000000385980,train,train
COCO_train2014_000000386079,train,train
COCO_train2014_000000386250,train,train
COCO_train2014_000000386414,train,train
COCO_train2014_000000386467,train,train
COCO_train2014_000000386603,train,train
COCO_train2014_000000386715,train,train
COCO_train2014_000000386752,train,train
COCO_train2014_000000386778,train,train
COCO_train2014_000000386784,train,train
COCO_train2014_000000386796,train,train
COCO_train2014_000000386847,train,train
COCO_train2014_000000386854,train,train
COCO_train2014_000000386876,train,train
COCO_train2014_000000386880,train,train
COCO_train2014_000000386896,train,train
COCO_train2014_000000386936,train,train
COCO_train2014_000000386984,train,train
COCO_train2014_000000387045,train,train
COCO_train2014_000000387075,train,train
COCO_train2014_000000387087,train,train
COCO_train2014_000000387243,train,train
COCO_train2014_000000387264,train,train
COCO_train2014_000000387368,train,train
COCO_train2014_000000387372,train,train
COCO_train2014_000000387392,train,train
COCO_train2014_000000387529,train,train
COCO_train2014_000000387543,train,train
COCO_train2014_000000387595,train,train
COCO_train2014_000000387601,train,train
COCO_train2014_000000387666,train,train
COCO_train2014_000000387712,train,train
COCO_train2014_000000387731,train,train
COCO_train2014_000000387796,train,train
COCO_train2014_000000387887,train,train
COCO_train2014_000000387948,train,train
COCO_train2014_000000388074,train,train
COCO_train2014_000000388117,train,train
COCO_train2014_000000388149,train,train
COCO_train2014_000000388214,train,train
COCO_train2014_000000388228,train,train
COCO_train2014_000000388281,train,train
COCO_train2014_000000388297,train,train
COCO_train2014_000000388312,train,train
COCO_train2014_000000388348,train,train
COCO_train2014_000000388412,train,train
COCO_train2014_000000388498,train,train
COCO_train2014_000000388510,train,train
COCO_train2014_000000388566,train,train
COCO_train2014_000000388714,train,train
COCO_train2014_000000388779,train,train
COCO_train2014_000000388805,train,train
COCO_train2014_000000388853,train,train
COCO_train2014_000000388865,train,train
COCO_train2014_000000388905,train,train
COCO_train2014_000000388922,train,train
COCO_train2014_000000388961,train,train
COCO_train2014_000000389011,train,train
COCO_train2014_000000389021,train,train
COCO_train2014_000000389037,train,train
COCO_train2014_000000389048,train,train
COCO_train2014_000000389152,train,train
COCO_train2014_000000389280,train,train
COCO_train2014_000000389336,train,train
COCO_train2014_000000389345,train,train
COCO_train2014_000000389351,train,train
COCO_train2014_000000389418,train,train
COCO_train2014_000000389491,train,train
COCO_train2014_000000389634,train,train
COCO_train2014_000000389654,train,train
COCO_train2014_000000389743,train,train
COCO_train2014_000000389772,train,train
COCO_train2014_000000389932,train,train
COCO_train2014_000000389935,train,train
COCO_train2014_000000389965,train,train
COCO_train2014_000000390000,train,train
COCO_train2014_000000390001,train,train
COCO_train2014_000000390061,train,train
COCO_train2014_000000390125,train,train
COCO_train2014_000000390288,train,train
COCO_train2014_000000390513,train,train
COCO_train2014_000000390757,train,train
COCO_train2014_000000390956,train,train
COCO_train2014_000000391117,train,train
COCO_train2014_000000391251,train,train
COCO_train2014_000000391304,train,train
COCO_train2014_000000391332,train,train
COCO_train2014_000000391439,train,train
COCO_train2014_000000391480,train,train
COCO_train2014_000000391481,train,train
COCO_train2014_000000391525,train,train
COCO_train2014_000000391543,train,train
COCO_train2014_000000391568,train,train
COCO_train2014_000000391703,train,train
COCO_train2014_000000391786,train,train
COCO_train2014_000000391966,train,train
COCO_train2014_000000391976,train,train
COCO_train2014_000000392028,train,train
COCO_train2014_000000392098,train,train
COCO_train2014_000000392142,train,train
COCO_train2014_000000392154,train,train
COCO_train2014_000000392201,train,train
COCO_train2014_000000392219,train,train
COCO_train2014_000000392224,train,train
COCO_train2014_000000392302,train,train
COCO_train2014_000000392480,train,train
COCO_train2014_000000392584,train,train
COCO_train2014_000000392627,train,train
COCO_train2014_000000392703,train,train
COCO_train2014_000000392715,train,train
COCO_train2014_000000392725,train,train
COCO_train2014_000000392726,train,train
COCO_train2014_000000392839,train,train
COCO_train2014_000000392924,train,train
COCO_train2014_000000392943,train,train
COCO_train2014_000000393091,train,train
COCO_train2014_000000393268,train,train
COCO_train2014_000000393418,train,train
COCO_train2014_000000393438,train,train
COCO_train2014_000000393445,train,train
COCO_train2014_000000393508,train,train
COCO_train2014_000000393611,train,train
COCO_train2014_000000393867,train,train
COCO_train2014_000000393909,train,train
COCO_train2014_000000394021,train,train
COCO_train2014_000000394036,train,train
COCO_train2014_000000394058,train,train
COCO_train2014_000000394115,train,train
COCO_train2014_000000394211,train,train
COCO_train2014_000000394245,train,train
COCO_train2014_000000394271,train,train
COCO_train2014_000000394276,train,train
COCO_train2014_000000394283,train,train
COCO_train2014_000000394404,train,train
COCO_train2014_000000394436,train,train
COCO_train2014_000000394546,train,train
COCO_train2014_000000394554,train,train
COCO_train2014_000000394598,train,train
COCO_train2014_000000394729,train,train
COCO_train2014_000000394756,train,train
COCO_train2014_000000394766,train,train
COCO_train2014_000000394794,train,train
COCO_train2014_000000394806,train,train
COCO_train2014_000000394880,train,train
COCO_train2014_000000394889,train,train
COCO_train2014_000000394891,train,train
COCO_train2014_000000394975,train,train
COCO_train2014_000000395030,train,train
COCO_train2014_000000395170,train,train
COCO_train2014_000000395259,train,train
COCO_train2014_000000395271,train,train
COCO_train2014_000000395284,train,train
COCO_train2014_000000395292,train,train
COCO_train2014_000000395314,train,train
COCO_train2014_000000395321,train,train
COCO_train2014_000000395340,train,train
COCO_train2014_000000395426,train,train
COCO_train2014_000000395445,train,train
COCO_train2014_000000395491,train,train
COCO_train2014_000000395500,train,train
COCO_train2014_000000395527,train,train
COCO_train2014_000000395673,train,train
COCO_train2014_000000395744,train,train
COCO_train2014_000000395761,train,train
COCO_train2014_000000395768,train,train
COCO_train2014_000000395863,train,train
COCO_train2014_000000395958,train,train
COCO_train2014_000000395965,train,train
COCO_train2014_000000396010,train,train
COCO_train2014_000000396029,train,train
COCO_train2014_000000396030,train,train
COCO_train2014_000000396106,train,train
COCO_train2014_000000396143,train,train
COCO_train2014_000000396172,train,train
COCO_train2014_000000396212,train,train
COCO_train2014_000000396221,train,train
COCO_train2014_000000396260,train,train
COCO_train2014_000000396287,train,train
COCO_train2014_000000396330,train,train
COCO_train2014_000000396380,train,train
COCO_train2014_000000396421,train,train
COCO_train2014_000000396578,train,train
COCO_train2014_000000396596,train,train
COCO_train2014_000000396611,train,train
COCO_train2014_000000396623,train,train
COCO_train2014_000000396638,train,train
COCO_train2014_000000396685,train,train
COCO_train2014_000000396703,train,train
COCO_train2014_000000396765,train,train
COCO_train2014_000000396871,train,train
COCO_train2014_000000396927,train,train
COCO_train2014_000000397064,train,train
COCO_train2014_000000397148,train,train
COCO_train2014_000000397173,train,train
COCO_train2014_000000397219,train,train
COCO_train2014_000000397511,train,train
COCO_train2014_000000397593,train,train
COCO_train2014_000000397687,train,train
COCO_train2014_000000397735,train,train
COCO_train2014_000000397893,train,train
COCO_train2014_000000397899,train,train
COCO_train2014_000000397938,train,train
COCO_train2014_000000397997,train,train
COCO_train2014_000000398004,train,train
COCO_train2014_000000398037,train,train
COCO_train2014_000000398051,train,train
COCO_train2014_000000398093,train,train
COCO_train2014_000000398098,train,train
COCO_train2014_000000398124,train,train
COCO_train2014_000000398142,train,train
COCO_train2014_000000398214,train,train
COCO_train2014_000000398271,train,train
COCO_train2014_000000398285,train,train
COCO_train2014_000000398419,train,train
COCO_train2014_000000398435,train,train
COCO_train2014_000000398514,train,train
COCO_train2014_000000398535,train,train
COCO_train2014_000000398575,train,train
COCO_train2014_000000398623,train,train
COCO_train2014_000000398665,train,train
COCO_train2014_000000398696,train,train
COCO_train2014_000000398767,train,train
COCO_train2014_000000398772,train,train
COCO_train2014_000000398924,train,train
COCO_train2014_000000398957,train,train
COCO_train2014_000000398962,train,train
COCO_train2014_000000399006,train,train
COCO_train2014_000000399147,train,train
COCO_train2014_000000399152,train,train
COCO_train2014_000000399165,train,train
COCO_train2014_000000399191,train,train
COCO_train2014_000000399200,train,train
COCO_train2014_000000399208,train,train
COCO_train2014_000000399227,train,train
COCO_train2014_000000399232,train,train
COCO_train2014_000000399236,train,train
COCO_train2014_000000399294,train,train
COCO_train2014_000000399461,train,train
COCO_train2014_000000399472,train,train
COCO_train2014_000000399488,train,train
COCO_train2014_000000399489,train,train
COCO_train2014_000000399500,train,train
COCO_train2014_000000399540,train,train
COCO_train2014_000000399650,train,train
COCO_train2014_000000399675,train,train
COCO_train2014_000000399875,train,train
COCO_train2014_000000400045,train,train
COCO_train2014_000000400080,train,train
COCO_train2014_000000400094,train,train
COCO_train2014_000000400253,train,train
COCO_train2014_000000400298,train,train
COCO_train2014_000000400371,train,train
COCO_train2014_000000400440,train,train
COCO_train2014_000000400534,train,train
COCO_train2014_000000400555,train,train
COCO_train2014_000000400592,train,train
COCO_train2014_000000400603,train,train
COCO_train2014_000000400619,train,train
COCO_train2014_000000400752,train,train
COCO_train2014_000000400822,train,train
COCO_train2014_000000400828,train,train
COCO_train2014_000000400838,train,train
COCO_train2014_000000400848,train,train
COCO_train2014_000000400919,train,train
COCO_train2014_000000400966,train,train
COCO_train2014_000000401167,train,train
COCO_train2014_000000401171,train,train
COCO_train2014_000000401229,train,train
COCO_train2014_000000401232,train,train
COCO_train2014_000000401269,train,train
COCO_train2014_000000401287,train,train
COCO_train2014_000000401313,train,train
COCO_train2014_000000401369,train,train
COCO_train2014_000000401400,train,train
COCO_train2014_000000401402,train,train
COCO_train2014_000000401416,train,train
COCO_train2014_000000401433,train,train
COCO_train2014_000000401455,train,train
COCO_train2014_000000401509,train,train
COCO_train2014_000000401569,train,train
COCO_train2014_000000401608,train,train
COCO_train2014_000000401707,train,train
COCO_train2014_000000401735,train,train
COCO_train2014_000000401836,train,train
COCO_train2014_000000402051,train,train
COCO_train2014_000000402326,train,train
COCO_train2014_000000402364,train,train
COCO_train2014_000000402384,train,train
COCO_train2014_000000402447,train,train
COCO_train2014_000000402470,train,train
COCO_train2014_000000402507,train,train
COCO_train2014_000000402621,train,train
COCO_train2014_000000402689,train,train
COCO_train2014_000000402699,train,train
COCO_train2014_000000402710,train,train
COCO_train2014_000000402806,train,train
COCO_train2014_000000402818,train,train
COCO_train2014_000000402820,train,train
COCO_train2014_000000402833,train,train
COCO_train2014_000000402880,train,train
COCO_train2014_000000402941,train,train
COCO_train2014_000000402980,train,train
COCO_train2014_000000403132,train,train
COCO_train2014_000000403133,train,train
COCO_train2014_000000403135,train,train
COCO_train2014_000000403162,train,train
COCO_train2014_000000403249,train,train
COCO_train2014_000000403307,train,train
COCO_train2014_000000403325,train,train
COCO_train2014_000000403523,train,train
COCO_train2014_000000403547,train,train
COCO_train2014_000000403577,train,train
COCO_train2014_000000403754,train,train
COCO_train2014_000000403798,train,train
COCO_train2014_000000403841,train,train
COCO_train2014_000000403913,train,train
COCO_train2014_000000403916,train,train
COCO_train2014_000000403999,train,train
COCO_train2014_000000404163,train,train
COCO_train2014_000000404242,train,train
COCO_train2014_000000404285,train,train
COCO_train2014_000000404350,train,train
COCO_train2014_000000404450,train,train
COCO_train2014_000000404545,train,train
COCO_train2014_000000404579,train,train
COCO_train2014_000000404621,train,train
COCO_train2014_000000404673,train,train
COCO_train2014_000000404739,train,train
COCO_train2014_000000404826,train,train
COCO_train2014_000000404865,train,train
COCO_train2014_000000404948,train,train
COCO_train2014_000000405013,train,train
COCO_train2014_000000405131,train,train
COCO_train2014_000000405133,train,train
COCO_train2014_000000405145,train,train
COCO_train2014_000000405210,train,train
COCO_train2014_000000405225,train,train
COCO_train2014_000000405278,train,train
COCO_train2014_000000405418,train,train
COCO_train2014_000000405469,train,train
COCO_train2014_000000405563,train,train
COCO_train2014_000000405606,train,train
COCO_train2014_000000405677,train,train
COCO_train2014_000000405800,train,train
COCO_train2014_000000405840,train,train
COCO_train2014_000000405849,train,train
COCO_train2014_000000405906,train,train
COCO_train2014_000000405920,train,train
COCO_train2014_000000405980,train,train
COCO_train2014_000000406004,train,train
COCO_train2014_000000406013,train,train
COCO_train2014_000000406024,train,train
COCO_train2014_000000406139,train,train
COCO_train2014_000000406168,train,train
COCO_train2014_000000406199,train,train
COCO_train2014_000000406250,train,train
COCO_train2014_000000406292,train,train
COCO_train2014_000000406303,train,train
COCO_train2014_000000406422,train,train
COCO_train2014_000000406424,train,train
COCO_train2014_000000406490,train,train
COCO_train2014_000000406677,train,train
COCO_train2014_000000406710,train,train
COCO_train2014_000000406725,train,train
COCO_train2014_000000406798,train,train
COCO_train2014_000000406807,train,train
COCO_train2014_000000406839,train,train
COCO_train2014_000000406920,train,train
COCO_train2014_000000406938,train,train
COCO_train2014_000000406957,train,train
COCO_train2014_000000407196,train,train
COCO_train2014_000000407216,train,train
COCO_train2014_000000407238,train,train
COCO_train2014_000000407301,train,train
COCO_train2014_000000407349,train,train
COCO_train2014_000000407434,train,train
COCO_train2014_000000407460,train,train
COCO_train2014_000000407470,train,train
COCO_train2014_000000407575,train,train
COCO_train2014_000000407589,train,train
COCO_train2014_000000407607,train,train
COCO_train2014_000000407634,train,train
COCO_train2014_000000407651,train,train
COCO_train2014_000000407687,train,train
COCO_train2014_000000407699,train,train
COCO_train2014_000000407806,train,train
COCO_train2014_000000407808,train,train
COCO_train2014_000000407820,train,train
COCO_train2014_000000407930,train,train
COCO_train2014_000000407963,train,train
COCO_train2014_000000408040,train,train
COCO_train2014_000000408041,train,train
COCO_train2014_000000408146,train,train
COCO_train2014_000000408185,train,train
COCO_train2014_000000408187,train,train
COCO_train2014_000000408390,train,train
COCO_train2014_000000408405,train,train
COCO_train2014_000000408431,train,train
COCO_train2014_000000408526,train,train
COCO_train2014_000000408660,train,train
COCO_train2014_000000408672,train,train
COCO_train2014_000000408681,train,train
COCO_train2014_000000408755,train,train
COCO_train2014_000000408795,train,train
COCO_train2014_000000408833,train,train
COCO_train2014_000000408838,train,train
COCO_train2014_000000408846,train,train
COCO_train2014_000000408917,train,train
COCO_train2014_000000408923,train,train
COCO_train2014_000000408954,train,train
COCO_train2014_000000409182,train,train
COCO_train2014_000000409184,train,train
COCO_train2014_000000409199,train,train
COCO_train2014_000000409220,train,train
COCO_train2014_000000409327,train,train
COCO_train2014_000000409338,train,train
COCO_train2014_000000409374,train,train
COCO_train2014_000000409455,train,train
COCO_train2014_000000409468,train,train
COCO_train2014_000000409488,train,train
COCO_train2014_000000409546,train,train
COCO_train2014_000000409616,train,train
COCO_train2014_000000409658,train,train
COCO_train2014_000000409668,train,train
COCO_train2014_000000409706,train,train
COCO_train2014_000000409707,train,train
COCO_train2014_000000409740,train,train
COCO_train2014_000000409771,train,train
COCO_train2014_000000410033,train,train
COCO_train2014_000000410165,train,train
COCO_train2014_000000410173,train,train
COCO_train2014_000000410190,train,train
COCO_train2014_000000410256,train,train
COCO_train2014_000000410312,train,train
COCO_train2014_000000410345,train,train
COCO_train2014_000000410409,train,train
COCO_train2014_000000410441,train,train
COCO_train2014_000000410581,train,train
COCO_train2014_000000410655,train,train
COCO_train2014_000000410707,train,train
COCO_train2014_000000410708,train,train
COCO_train2014_000000410805,train,train
COCO_train2014_000000410887,train,train
COCO_train2014_000000410946,train,train
COCO_train2014_000000410963,train,train
COCO_train2014_000000410966,train,train
COCO_train2014_000000410980,train,train
COCO_train2014_000000411015,train,train
COCO_train2014_000000411208,train,train
COCO_train2014_000000411238,train,train
COCO_train2014_000000411274,train,train
COCO_train2014_000000411362,train,train
COCO_train2014_000000411379,train,train
COCO_train2014_000000411441,train,train
COCO_train2014_000000411478,train,train
COCO_train2014_000000411624,train,train
COCO_train2014_000000411645,train,train
COCO_train2014_000000411703,train,train
COCO_train2014_000000411740,train,train
COCO_train2014_000000411745,train,train
COCO_train2014_000000411857,train,train
COCO_train2014_000000411912,train,train
COCO_train2014_000000412034,train,train
COCO_train2014_000000412040,train,train
COCO_train2014_000000412134,train,train
COCO_train2014_000000412190,train,train
COCO_train2014_000000412194,train,train
COCO_train2014_000000412220,train,train
COCO_train2014_000000412281,train,train
COCO_train2014_000000412442,train,train
COCO_train2014_000000412491,train,train
COCO_train2014_000000412508,train,train
COCO_train2014_000000412566,train,train
COCO_train2014_000000412661,train,train
COCO_train2014_000000412681,train,train
COCO_train2014_000000412687,train,train
COCO_train2014_000000412781,train,train
COCO_train2014_000000412824,train,train
COCO_train2014_000000412830,train,train
COCO_train2014_000000412908,train,train
COCO_train2014_000000413046,train,train
COCO_train2014_000000413128,train,train
COCO_train2014_000000413164,train,train
COCO_train2014_000000413198,train,train
COCO_train2014_000000413242,train,train
COCO_train2014_000000413289,train,train
COCO_train2014_000000413346,train,train
COCO_train2014_000000413421,train,train
COCO_train2014_000000413489,train,train
COCO_train2014_000000413723,train,train
COCO_train2014_000000413792,train,train
COCO_train2014_000000413868,train,train
COCO_train2014_000000413896,train,train
COCO_train2014_000000413918,train,train
COCO_train2014_000000413942,train,train
COCO_train2014_000000413989,train,train
COCO_train2014_000000414010,train,train
COCO_train2014_000000414088,train,train
COCO_train2014_000000414115,train,train
